"Town","FIPS","Year","Crime Type","Measure Type","Variable","Value"
"North Canaan","0900554030",2014,"Murder","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2014,"Rape","Number","Crime Index",1
"North Canaan","0900554030",2014,"Rape","Rate (per 100,000)","Crime Index",28.3
"North Canaan","0900554030",2014,"Robbery","Number","Crime Index",1
"North Canaan","0900554030",2014,"Robbery","Rate (per 100,000)","Crime Index",28.3
"North Canaan","0900554030",2014,"Burglary","Number","Crime Index",6
"North Canaan","0900554030",2014,"Burglary","Rate (per 100,000)","Crime Index",169.8
"North Canaan","0900554030",2014,"Larceny","Number","Crime Index",30
"North Canaan","0900554030",2014,"Larceny","Rate (per 100,000)","Crime Index",848.9
"North Canaan","0900554030",2014,"Motor Vehicle Theft","Number","Crime Index",2
"North Canaan","0900554030",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",56.6
"North Canaan","0900554030",2014,"Arson","Number","Crime Index",0
"North Canaan","0900554030",2014,"Arson","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2015,"Total Crime","Number","Crime Index",35
"North Canaan","0900554030",2015,"Total Crime","Rate (per 100,000)","Crime Index",991.5
"North Canaan","0900554030",2015,"Total Violent Crime","Number","Crime Index",4
"North Canaan","0900554030",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",113.3
"North Canaan","0900554030",2015,"Total Property Crime","Number","Crime Index",31
"North Canaan","0900554030",2015,"Total Property Crime","Rate (per 100,000)","Crime Index",878.2
"North Canaan","0900554030",2015,"Aggravated Assault","Number","Crime Index",0
"North Canaan","0900554030",2015,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2015,"Murder","Number","Crime Index",1
"North Canaan","0900554030",2015,"Murder","Rate (per 100,000)","Crime Index",28.3
"North Canaan","0900554030",2015,"Rape","Number","Crime Index",2
"North Canaan","0900554030",2015,"Rape","Rate (per 100,000)","Crime Index",56.7
"North Canaan","0900554030",2015,"Robbery","Number","Crime Index",1
"North Canaan","0900554030",2015,"Robbery","Rate (per 100,000)","Crime Index",28.3
"North Canaan","0900554030",2015,"Burglary","Number","Crime Index",3
"North Canaan","0900554030",2015,"Burglary","Rate (per 100,000)","Crime Index",85
"North Canaan","0900554030",2015,"Larceny","Number","Crime Index",26
"North Canaan","0900554030",2015,"Larceny","Rate (per 100,000)","Crime Index",736.5
"North Canaan","0900554030",2015,"Motor Vehicle Theft","Number","Crime Index",2
"North Canaan","0900554030",2015,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",56.7
"North Canaan","0900554030",2015,"Arson","Number","Crime Index",0
"North Canaan","0900554030",2015,"Arson","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2016,"Total Crime","Number","Crime Index",22
"North Canaan","0900554030",2016,"Total Crime","Rate (per 100,000)","Crime Index",624.6
"North Canaan","0900554030",2016,"Total Violent Crime","Number","Crime Index",1
"North Canaan","0900554030",2016,"Total Violent Crime","Rate (per 100,000)","Crime Index",28.4
"North Canaan","0900554030",2016,"Total Property Crime","Number","Crime Index",21
"North Canaan","0900554030",2016,"Total Property Crime","Rate (per 100,000)","Crime Index",596.3
"North Canaan","0900554030",2016,"Aggravated Assault","Number","Crime Index",1
"North Canaan","0900554030",2016,"Aggravated Assault","Rate (per 100,000)","Crime Index",28.4
"North Canaan","0900554030",2016,"Murder","Number","Crime Index",0
"North Canaan","0900554030",2016,"Murder","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2016,"Rape","Number","Crime Index",0
"North Canaan","0900554030",2016,"Rape","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2016,"Robbery","Number","Crime Index",0
"North Canaan","0900554030",2016,"Robbery","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2016,"Burglary","Number","Crime Index",5
"North Canaan","0900554030",2016,"Burglary","Rate (per 100,000)","Crime Index",142
"North Canaan","0900554030",2016,"Larceny","Number","Crime Index",16
"North Canaan","0900554030",2016,"Larceny","Rate (per 100,000)","Crime Index",454.3
"North Canaan","0900554030",2016,"Motor Vehicle Theft","Number","Crime Index",0
"North Canaan","0900554030",2016,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2016,"Arson","Number","Crime Index",2
"North Canaan","0900554030",2016,"Arson","Rate (per 100,000)","Crime Index",56.8
"North Canaan","0900554030",2017,"Total Crime","Number","Crime Index",37
"North Canaan","0900554030",2017,"Total Crime","Rate (per 100,000)","Crime Index",1049.1
"North Canaan","0900554030",2017,"Total Violent Crime","Number","Crime Index",1
"North Canaan","0900554030",2017,"Total Violent Crime","Rate (per 100,000)","Crime Index",28.4
"North Canaan","0900554030",2017,"Total Property Crime","Number","Crime Index",36
"North Canaan","0900554030",2017,"Total Property Crime","Rate (per 100,000)","Crime Index",1020.7
"North Canaan","0900554030",2017,"Aggravated Assault","Number","Crime Index",1
"North Canaan","0900554030",2017,"Aggravated Assault","Rate (per 100,000)","Crime Index",28.4
"North Canaan","0900554030",2017,"Murder","Number","Crime Index",0
"North Canaan","0900554030",2017,"Murder","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2017,"Rape","Number","Crime Index",0
"North Canaan","0900554030",2017,"Rape","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2017,"Robbery","Number","Crime Index",0
"North Canaan","0900554030",2017,"Robbery","Rate (per 100,000)","Crime Index",0
"North Canaan","0900554030",2017,"Burglary","Number","Crime Index",9
"North Canaan","0900554030",2017,"Burglary","Rate (per 100,000)","Crime Index",255.2
"North Canaan","0900554030",2017,"Larceny","Number","Crime Index",23
"North Canaan","0900554030",2017,"Larceny","Rate (per 100,000)","Crime Index",652.1
"North Canaan","0900554030",2017,"Motor Vehicle Theft","Number","Crime Index",4
"North Canaan","0900554030",2017,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",113.4
"North Canaan","0900554030",2017,"Arson","Number","Crime Index",0
"North Canaan","0900554030",2017,"Arson","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2010,"Total Crime","Number","Crime Index",621
"North Haven","0900954870",2010,"Total Crime","Rate (per 100,000)","Crime Index",2568.9
"North Haven","0900954870",2010,"Total Violent Crime","Number","Crime Index",18
"North Haven","0900954870",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",74.5
"North Haven","0900954870",2010,"Total Property Crime","Number","Crime Index",603
"North Haven","0900954870",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",2494.4
"North Haven","0900954870",2010,"Aggravated Assault","Number","Crime Index",7
"North Haven","0900954870",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",29
"North Haven","0900954870",2010,"Murder","Number","Crime Index",2
"North Haven","0900954870",2010,"Murder","Rate (per 100,000)","Crime Index",8.3
"North Haven","0900954870",2010,"Rape","Number","Crime Index",0
"North Haven","0900954870",2010,"Rape","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2010,"Robbery","Number","Crime Index",9
"North Haven","0900954870",2010,"Robbery","Rate (per 100,000)","Crime Index",37.2
"North Haven","0900954870",2010,"Burglary","Number","Crime Index",78
"North Haven","0900954870",2010,"Burglary","Rate (per 100,000)","Crime Index",322.7
"North Haven","0900954870",2010,"Larceny","Number","Crime Index",509
"North Haven","0900954870",2010,"Larceny","Rate (per 100,000)","Crime Index",2105.6
"North Haven","0900954870",2010,"Motor Vehicle Theft","Number","Crime Index",16
"North Haven","0900954870",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",66.2
"North Haven","0900954870",2010,"Arson","Number","Crime Index",0
"North Haven","0900954870",2010,"Arson","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2011,"Total Crime","Number","Crime Index",650
"North Haven","0900954870",2011,"Total Crime","Rate (per 100,000)","Crime Index",2683.8
"North Haven","0900954870",2011,"Total Violent Crime","Number","Crime Index",13
"North Haven","0900954870",2011,"Total Violent Crime","Rate (per 100,000)","Crime Index",53.7
"North Haven","0900954870",2011,"Total Property Crime","Number","Crime Index",637
"North Haven","0900954870",2011,"Total Property Crime","Rate (per 100,000)","Crime Index",2630.2
"North Haven","0900954870",2011,"Aggravated Assault","Number","Crime Index",7
"North Haven","0900954870",2011,"Aggravated Assault","Rate (per 100,000)","Crime Index",28.9
"North Haven","0900954870",2011,"Murder","Number","Crime Index",0
"North Haven","0900954870",2011,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2011,"Rape","Number","Crime Index",0
"North Haven","0900954870",2011,"Rape","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2011,"Robbery","Number","Crime Index",6
"North Haven","0900954870",2011,"Robbery","Rate (per 100,000)","Crime Index",24.8
"North Haven","0900954870",2011,"Burglary","Number","Crime Index",97
"North Haven","0900954870",2011,"Burglary","Rate (per 100,000)","Crime Index",400.5
"North Haven","0900954870",2011,"Larceny","Number","Crime Index",512
"North Haven","0900954870",2011,"Larceny","Rate (per 100,000)","Crime Index",2114
"North Haven","0900954870",2011,"Motor Vehicle Theft","Number","Crime Index",28
"North Haven","0900954870",2011,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",115.6
"North Haven","0900954870",2011,"Arson","Number","Crime Index",0
"North Haven","0900954870",2011,"Arson","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2012,"Total Crime","Number","Crime Index",590
"North Haven","0900954870",2012,"Total Crime","Rate (per 100,000)","Crime Index",2429.6
"North Haven","0900954870",2012,"Total Violent Crime","Number","Crime Index",12
"North Haven","0900954870",2012,"Total Violent Crime","Rate (per 100,000)","Crime Index",49.4
"North Haven","0900954870",2012,"Total Property Crime","Number","Crime Index",578
"North Haven","0900954870",2012,"Total Property Crime","Rate (per 100,000)","Crime Index",2380.2
"North Haven","0900954870",2012,"Aggravated Assault","Number","Crime Index",1
"North Haven","0900954870",2012,"Aggravated Assault","Rate (per 100,000)","Crime Index",4.1
"North Haven","0900954870",2012,"Murder","Number","Crime Index",0
"North Haven","0900954870",2012,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2012,"Rape","Number","Crime Index",0
"North Haven","0900954870",2012,"Rape","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2012,"Robbery","Number","Crime Index",11
"North Haven","0900954870",2012,"Robbery","Rate (per 100,000)","Crime Index",45.3
"North Haven","0900954870",2012,"Burglary","Number","Crime Index",63
"North Haven","0900954870",2012,"Burglary","Rate (per 100,000)","Crime Index",259.4
"North Haven","0900954870",2012,"Larceny","Number","Crime Index",478
"North Haven","0900954870",2012,"Larceny","Rate (per 100,000)","Crime Index",1968.4
"North Haven","0900954870",2012,"Motor Vehicle Theft","Number","Crime Index",37
"North Haven","0900954870",2012,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",152.4
"North Haven","0900954870",2012,"Arson","Number","Crime Index",0
"North Haven","0900954870",2012,"Arson","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2013,"Total Crime","Number","Crime Index",491
"North Haven","0900954870",2013,"Total Crime","Rate (per 100,000)","Crime Index",2019.5
"North Haven","0900954870",2013,"Total Violent Crime","Number","Crime Index",19
"North Haven","0900954870",2013,"Total Violent Crime","Rate (per 100,000)","Crime Index",78.1
"North Haven","0900954870",2013,"Total Property Crime","Number","Crime Index",472
"North Haven","0900954870",2013,"Total Property Crime","Rate (per 100,000)","Crime Index",1941.3
"North Haven","0900954870",2013,"Aggravated Assault","Number","Crime Index",4
"North Haven","0900954870",2013,"Aggravated Assault","Rate (per 100,000)","Crime Index",16.5
"North Haven","0900954870",2013,"Murder","Number","Crime Index",0
"North Haven","0900954870",2013,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2013,"Rape","Number","Crime Index",1
"North Haven","0900954870",2013,"Rape","Rate (per 100,000)","Crime Index",4.1
"North Haven","0900954870",2013,"Robbery","Number","Crime Index",14
"North Haven","0900954870",2013,"Robbery","Rate (per 100,000)","Crime Index",57.6
"North Haven","0900954870",2013,"Burglary","Number","Crime Index",51
"North Haven","0900954870",2013,"Burglary","Rate (per 100,000)","Crime Index",209.8
"North Haven","0900954870",2013,"Larceny","Number","Crime Index",388
"North Haven","0900954870",2013,"Larceny","Rate (per 100,000)","Crime Index",1595.9
"North Haven","0900954870",2013,"Motor Vehicle Theft","Number","Crime Index",33
"North Haven","0900954870",2013,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",135.7
"North Haven","0900954870",2013,"Arson","Number","Crime Index",0
"North Haven","0900954870",2013,"Arson","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2014,"Total Crime","Number","Crime Index",577
"North Haven","0900954870",2014,"Total Crime","Rate (per 100,000)","Crime Index",2375
"North Haven","0900954870",2014,"Total Violent Crime","Number","Crime Index",20
"North Haven","0900954870",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",82.3
"North Haven","0900954870",2014,"Total Property Crime","Number","Crime Index",557
"North Haven","0900954870",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",2292.7
"North Haven","0900954870",2014,"Aggravated Assault","Number","Crime Index",9
"North Haven","0900954870",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",37
"North Haven","0900954870",2014,"Murder","Number","Crime Index",0
"North Haven","0900954870",2014,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2014,"Rape","Number","Crime Index",3
"North Haven","0900954870",2014,"Rape","Rate (per 100,000)","Crime Index",12.3
"North Haven","0900954870",2014,"Robbery","Number","Crime Index",8
"North Haven","0900954870",2014,"Robbery","Rate (per 100,000)","Crime Index",32.9
"North Haven","0900954870",2014,"Burglary","Number","Crime Index",74
"North Haven","0900954870",2014,"Burglary","Rate (per 100,000)","Crime Index",304.6
"North Haven","0900954870",2014,"Larceny","Number","Crime Index",450
"North Haven","0900954870",2014,"Larceny","Rate (per 100,000)","Crime Index",1852.2
"North Haven","0900954870",2014,"Motor Vehicle Theft","Number","Crime Index",33
"North Haven","0900954870",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",135.8
"North Haven","0900954870",2014,"Arson","Number","Crime Index",1
"North Haven","0900954870",2014,"Arson","Rate (per 100,000)","Crime Index",4.1
"North Haven","0900954870",2015,"Total Crime","Number","Crime Index",673
"North Haven","0900954870",2015,"Total Crime","Rate (per 100,000)","Crime Index",2773.1
"North Haven","0900954870",2015,"Total Violent Crime","Number","Crime Index",8
"North Haven","0900954870",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",33
"North Haven","0900954870",2015,"Total Property Crime","Number","Crime Index",665
"North Haven","0900954870",2015,"Total Property Crime","Rate (per 100,000)","Crime Index",2740.1
"North Haven","0900954870",2015,"Aggravated Assault","Number","Crime Index",4
"North Haven","0900954870",2015,"Aggravated Assault","Rate (per 100,000)","Crime Index",16.5
"North Haven","0900954870",2015,"Murder","Number","Crime Index",0
"North Haven","0900954870",2015,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2015,"Rape","Number","Crime Index",0
"North Haven","0900954870",2015,"Rape","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2015,"Robbery","Number","Crime Index",4
"North Haven","0900954870",2015,"Robbery","Rate (per 100,000)","Crime Index",16.5
"North Haven","0900954870",2015,"Burglary","Number","Crime Index",152
"North Haven","0900954870",2015,"Burglary","Rate (per 100,000)","Crime Index",626.3
"North Haven","0900954870",2015,"Larceny","Number","Crime Index",455
"North Haven","0900954870",2015,"Larceny","Rate (per 100,000)","Crime Index",1874.8
"North Haven","0900954870",2015,"Motor Vehicle Theft","Number","Crime Index",58
"North Haven","0900954870",2015,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",239
"North Haven","0900954870",2015,"Arson","Number","Crime Index",1
"North Haven","0900954870",2015,"Arson","Rate (per 100,000)","Crime Index",4.1
"North Haven","0900954870",2016,"Total Crime","Number","Crime Index",604
"North Haven","0900954870",2016,"Total Crime","Rate (per 100,000)","Crime Index",2494.5
"North Haven","0900954870",2016,"Total Violent Crime","Number","Crime Index",22
"North Haven","0900954870",2016,"Total Violent Crime","Rate (per 100,000)","Crime Index",90.9
"North Haven","0900954870",2016,"Total Property Crime","Number","Crime Index",582
"North Haven","0900954870",2016,"Total Property Crime","Rate (per 100,000)","Crime Index",2403.7
"North Haven","0900954870",2016,"Aggravated Assault","Number","Crime Index",14
"North Haven","0900954870",2016,"Aggravated Assault","Rate (per 100,000)","Crime Index",57.8
"North Haven","0900954870",2016,"Murder","Number","Crime Index",0
"North Haven","0900954870",2016,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2016,"Rape","Number","Crime Index",2
"North Haven","0900954870",2016,"Rape","Rate (per 100,000)","Crime Index",8.3
"North Haven","0900954870",2016,"Robbery","Number","Crime Index",6
"North Haven","0900954870",2016,"Robbery","Rate (per 100,000)","Crime Index",24.8
"North Haven","0900954870",2016,"Burglary","Number","Crime Index",100
"North Haven","0900954870",2016,"Burglary","Rate (per 100,000)","Crime Index",413
"North Haven","0900954870",2016,"Larceny","Number","Crime Index",434
"North Haven","0900954870",2016,"Larceny","Rate (per 100,000)","Crime Index",1792.4
"North Haven","0900954870",2016,"Motor Vehicle Theft","Number","Crime Index",48
"North Haven","0900954870",2016,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",198.2
"North Haven","0900954870",2016,"Arson","Number","Crime Index",0
"North Haven","0900954870",2016,"Arson","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2017,"Total Crime","Number","Crime Index",482
"North Haven","0900954870",2017,"Total Crime","Rate (per 100,000)","Crime Index",1987.9
"North Haven","0900954870",2017,"Total Violent Crime","Number","Crime Index",17
"North Haven","0900954870",2017,"Total Violent Crime","Rate (per 100,000)","Crime Index",70.1
"North Haven","0900954870",2017,"Total Property Crime","Number","Crime Index",465
"North Haven","0900954870",2017,"Total Property Crime","Rate (per 100,000)","Crime Index",1917.8
"North Haven","0900954870",2017,"Aggravated Assault","Number","Crime Index",8
"North Haven","0900954870",2017,"Aggravated Assault","Rate (per 100,000)","Crime Index",33
"North Haven","0900954870",2017,"Murder","Number","Crime Index",0
"North Haven","0900954870",2017,"Murder","Rate (per 100,000)","Crime Index",0
"North Haven","0900954870",2017,"Rape","Number","Crime Index",2
"North Haven","0900954870",2017,"Rape","Rate (per 100,000)","Crime Index",8.2
"North Haven","0900954870",2017,"Robbery","Number","Crime Index",7
"North Haven","0900954870",2017,"Robbery","Rate (per 100,000)","Crime Index",28.9
"North Haven","0900954870",2017,"Burglary","Number","Crime Index",71
"North Haven","0900954870",2017,"Burglary","Rate (per 100,000)","Crime Index",292.8
"North Haven","0900954870",2017,"Larceny","Number","Crime Index",353
"North Haven","0900954870",2017,"Larceny","Rate (per 100,000)","Crime Index",1455.9
"North Haven","0900954870",2017,"Motor Vehicle Theft","Number","Crime Index",41
"North Haven","0900954870",2017,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",169.1
"North Haven","0900954870",2017,"Arson","Number","Crime Index",0
"North Haven","0900954870",2017,"Arson","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2010,"Total Crime","Number","Crime Index",68
"North Stonington","0901155500",2010,"Total Crime","Rate (per 100,000)","Crime Index",1298
"North Stonington","0901155500",2010,"Total Violent Crime","Number","Crime Index",3
"North Stonington","0901155500",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",57.3
"North Stonington","0901155500",2010,"Total Property Crime","Number","Crime Index",65
"North Stonington","0901155500",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",1240.7
"North Stonington","0901155500",2010,"Aggravated Assault","Number","Crime Index",1
"North Stonington","0901155500",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",19.1
"North Stonington","0901155500",2010,"Murder","Number","Crime Index",0
"North Stonington","0901155500",2010,"Murder","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2010,"Rape","Number","Crime Index",1
"North Stonington","0901155500",2010,"Rape","Rate (per 100,000)","Crime Index",19.1
"North Stonington","0901155500",2010,"Robbery","Number","Crime Index",1
"North Stonington","0901155500",2010,"Robbery","Rate (per 100,000)","Crime Index",19.1
"North Stonington","0901155500",2010,"Burglary","Number","Crime Index",19
"North Stonington","0901155500",2010,"Burglary","Rate (per 100,000)","Crime Index",362.7
"North Stonington","0901155500",2010,"Larceny","Number","Crime Index",43
"North Stonington","0901155500",2010,"Larceny","Rate (per 100,000)","Crime Index",820.8
"North Stonington","0901155500",2010,"Motor Vehicle Theft","Number","Crime Index",3
"North Stonington","0901155500",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",57.3
"North Stonington","0901155500",2010,"Arson","Number","Crime Index",0
"North Stonington","0901155500",2010,"Arson","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2011,"Total Crime","Number","Crime Index",73
"North Stonington","0901155500",2011,"Total Crime","Rate (per 100,000)","Crime Index",1390.7
"North Stonington","0901155500",2011,"Total Violent Crime","Number","Crime Index",5
"North Stonington","0901155500",2011,"Total Violent Crime","Rate (per 100,000)","Crime Index",95.3
"North Stonington","0901155500",2011,"Total Property Crime","Number","Crime Index",68
"North Stonington","0901155500",2011,"Total Property Crime","Rate (per 100,000)","Crime Index",1295.5
"North Stonington","0901155500",2011,"Aggravated Assault","Number","Crime Index",4
"North Stonington","0901155500",2011,"Aggravated Assault","Rate (per 100,000)","Crime Index",76.2
"North Stonington","0901155500",2011,"Murder","Number","Crime Index",0
"North Stonington","0901155500",2011,"Murder","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2011,"Rape","Number","Crime Index",0
"North Stonington","0901155500",2011,"Rape","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2011,"Robbery","Number","Crime Index",1
"North Stonington","0901155500",2011,"Robbery","Rate (per 100,000)","Crime Index",19.1
"North Stonington","0901155500",2011,"Burglary","Number","Crime Index",29
"North Stonington","0901155500",2011,"Burglary","Rate (per 100,000)","Crime Index",552.5
"North Stonington","0901155500",2011,"Larceny","Number","Crime Index",31
"North Stonington","0901155500",2011,"Larceny","Rate (per 100,000)","Crime Index",590.6
"North Stonington","0901155500",2011,"Motor Vehicle Theft","Number","Crime Index",8
"North Stonington","0901155500",2011,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",152.4
"North Stonington","0901155500",2011,"Arson","Number","Crime Index",2
"North Stonington","0901155500",2011,"Arson","Rate (per 100,000)","Crime Index",38.1
"North Stonington","0901155500",2012,"Total Crime","Number","Crime Index",73
"North Stonington","0901155500",2012,"Total Crime","Rate (per 100,000)","Crime Index",1387
"North Stonington","0901155500",2012,"Total Violent Crime","Number","Crime Index",4
"North Stonington","0901155500",2012,"Total Violent Crime","Rate (per 100,000)","Crime Index",76
"North Stonington","0901155500",2012,"Total Property Crime","Number","Crime Index",69
"North Stonington","0901155500",2012,"Total Property Crime","Rate (per 100,000)","Crime Index",1311
"North Stonington","0901155500",2012,"Aggravated Assault","Number","Crime Index",3
"North Stonington","0901155500",2012,"Aggravated Assault","Rate (per 100,000)","Crime Index",57
"North Stonington","0901155500",2012,"Murder","Number","Crime Index",0
"North Stonington","0901155500",2012,"Murder","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2012,"Rape","Number","Crime Index",0
"North Stonington","0901155500",2012,"Rape","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2012,"Robbery","Number","Crime Index",1
"North Stonington","0901155500",2012,"Robbery","Rate (per 100,000)","Crime Index",19
"North Stonington","0901155500",2012,"Burglary","Number","Crime Index",27
"North Stonington","0901155500",2012,"Burglary","Rate (per 100,000)","Crime Index",513
"North Stonington","0901155500",2012,"Larceny","Number","Crime Index",37
"North Stonington","0901155500",2012,"Larceny","Rate (per 100,000)","Crime Index",703
"North Stonington","0901155500",2012,"Motor Vehicle Theft","Number","Crime Index",5
"North Stonington","0901155500",2012,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",95
"North Stonington","0901155500",2012,"Arson","Number","Crime Index",0
"North Stonington","0901155500",2012,"Arson","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2013,"Total Crime","Number","Crime Index",58
"North Stonington","0901155500",2013,"Total Crime","Rate (per 100,000)","Crime Index",1100.8
"North Stonington","0901155500",2013,"Total Violent Crime","Number","Crime Index",4
"North Stonington","0901155500",2013,"Total Violent Crime","Rate (per 100,000)","Crime Index",75.9
"North Stonington","0901155500",2013,"Total Property Crime","Number","Crime Index",54
"North Stonington","0901155500",2013,"Total Property Crime","Rate (per 100,000)","Crime Index",1024.9
"North Stonington","0901155500",2013,"Aggravated Assault","Number","Crime Index",1
"North Stonington","0901155500",2013,"Aggravated Assault","Rate (per 100,000)","Crime Index",19
"North Stonington","0901155500",2013,"Murder","Number","Crime Index",2
"North Stonington","0901155500",2013,"Murder","Rate (per 100,000)","Crime Index",38
"North Stonington","0901155500",2013,"Rape","Number","Crime Index",0
"North Stonington","0901155500",2013,"Rape","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2013,"Robbery","Number","Crime Index",1
"North Stonington","0901155500",2013,"Robbery","Rate (per 100,000)","Crime Index",19
"North Stonington","0901155500",2013,"Burglary","Number","Crime Index",18
"North Stonington","0901155500",2013,"Burglary","Rate (per 100,000)","Crime Index",341.6
"North Stonington","0901155500",2013,"Larceny","Number","Crime Index",25
"North Stonington","0901155500",2013,"Larceny","Rate (per 100,000)","Crime Index",474.5
"North Stonington","0901155500",2013,"Motor Vehicle Theft","Number","Crime Index",11
"North Stonington","0901155500",2013,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",208.8
"North Stonington","0901155500",2013,"Arson","Number","Crime Index",0
"North Stonington","0901155500",2013,"Arson","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2014,"Total Crime","Number","Crime Index",60
"North Stonington","0901155500",2014,"Total Crime","Rate (per 100,000)","Crime Index",1139.6
"North Stonington","0901155500",2014,"Total Violent Crime","Number","Crime Index",3
"North Stonington","0901155500",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",57
"North Stonington","0901155500",2014,"Total Property Crime","Number","Crime Index",57
"North Stonington","0901155500",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",1082.6
"North Stonington","0901155500",2014,"Aggravated Assault","Number","Crime Index",3
"North Stonington","0901155500",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",57
"North Stonington","0901155500",2014,"Murder","Number","Crime Index",0
"North Stonington","0901155500",2014,"Murder","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2014,"Rape","Number","Crime Index",0
"North Stonington","0901155500",2014,"Rape","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2014,"Robbery","Number","Crime Index",0
"North Stonington","0901155500",2014,"Robbery","Rate (per 100,000)","Crime Index",0
"North Stonington","0901155500",2014,"Burglary","Number","Crime Index",17
"North Stonington","0901155500",2014,"Burglary","Rate (per 100,000)","Crime Index",322.9
"North Stonington","0901155500",2014,"Larceny","Number","Crime Index",36
"North Stonington","0901155500",2014,"Larceny","Rate (per 100,000)","Crime Index",683.8
"North Stonington","0901155500",2014,"Motor Vehicle Theft","Number","Crime Index",4
"North Stonington","0901155500",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",76
"North Stonington","0901155500",2014,"Arson","Number","Crime Index",1
"North Stonington","0901155500",2014,"Arson","Rate (per 100,000)","Crime Index",19
"North Stonington","0901155500",2015,"Total Crime","Number","Crime Index",25
"North Stonington","0901155500",2015,"Total Crime","Rate (per 100,000)","Crime Index",475.4
"North Stonington","0901155500",2015,"Total Violent Crime","Number","Crime Index",4
"North Stonington","0901155500",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",76.1
"North Stonington","0901155500",2015,"Total Property Crime","Number","Crime Index",21
